"side_effect","predicted_drug","similarity_score"
"Sepsis 5 Tooth infection 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99647365260607"
"Neurological decompensation 5 Disease progression 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99392265473785"
"Thrombosis 6 Device issue 3 Arteriovenous fistula site complication 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99500436003289"
"Convulsion 2 Pulmonary oedema 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99851543989277"
"Rib fracture 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99904831621096"
"Gastroenteritis viral 6 Peritonitis bacterial 2 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99734767457401"
"Fluid overload 1 Infected cyst 1 Febrile neutropenia 1 Febrile neutropenia 1 Enterobacter pneumonia 1 Corynebacterium infection 1 Pharyngitis 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99738039692606"
"Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99723847425487"
"Hypotension 1 Eye movement disorder 1 Heart rate decreased 6 Pulse abnormal 6 Blood pressure diastolic increased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99489350548217"
"Carnitine deficiency 2 Hyperammonaemia 1 Irritability 2 Affective disorder 2 Condition aggravated 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99648719987338"
"Staphylococcal infection 2 Catheter site infection 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99523882900385"
"Muscular weakness 2 Paraesthesia 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99693503354667"
"Pancreatitis 6 Off label use 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99680675715373"
"Pulmonary haemorrhage 2 Swelling 2 Anaemia 2 Hypotension 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9973199813383"
"Pneumonia 1 Urinary tract infection 3 Malaise 6 Cardiac disorder 3 Cardiovascular disorder 3 Blood glucose increased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99637739392687"
"Anaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Sepsis 5","ADVAIR BLOOD PRESSURE MEDICATION","0.99718405123281"
"Mixed liver injury 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9984135993537"
"Headache 6 Toothache 6 Peritonitis 2 Peritoneal dialysis complication 6","DELFLEX WITH DEXTROSE 1.5% {'activesubstancename': 'CALCIUM CHLORIDE\\DEXTROSE MONOHYDRATE\\MAGNESIUM CHLORIDE\\SODIUM CHLORIDE\\SODIUM LACTATE'} LIBERTY CYCLER {'activesubstancename': 'DEVICE'} LIBERTY CYCLER CASETTE","0.99895377754607"
"Hypotension 3 Pneumonia 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99612950076447"
"Post procedural haemorrhage 1 Acidosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99597039829971"
"Haemorrhage 5 Haematocrit decreased 5 Rectal haemorrhage 5 Haematochezia 5 Mouth haemorrhage 5 Epistaxis 5 Pyrexia 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99875891644226"
"Stevens-Johnson syndrome 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99623914571846"
"Myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Mycobacterium tuberculosis complex test positive 3 Headache 3 Chest discomfort 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99598385250375"
"Respiratory failure 5 Chronic obstructive pulmonary disease 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99901189444184"
"Myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Cardiac flutter 6 Therapeutic response decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9978748711174"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Parotitis 2 Salivary hypersecretion 2 Ear pain 2 Odynophagia 2 Parotid gland enlargement 2 Oedema 2 Inflammation 2 Leukocytosis 2 Anaemia 2 Tachycardia 2 Schizoaffective disorder bipolar type 2 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99822158128399"
"Convulsion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99410519046109"
"Bursitis 6 Abscess bacterial 6 Staphylococcal infection 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99599066490725"
"Fall 2 Rhabdomyolysis 2 Somnolence 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99536320250083"
"Diabetes mellitus 2 Gait disturbance 3 Anaemia 2 Blood triglycerides abnormal 3 Muscular weakness 3 Blood cholesterol abnormal 3 Cough 2 Influenza 1 Bone disorder 3 Patient-device incompatibility 2 Pain 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99859367740684"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Localised infection 2 Diabetic ketoacidosis 2 Abscess limb 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99384966212502"
"Transfusion 6 Vision blurred 6 Intraocular pressure increased 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99600992186173"
"Rectocele 6","FEMSEVEN CONTI FEMSEVEN CONTI","0.58662732416574"
"Cardiac arrest 5 Arrhythmia 5 Acidosis 6 Respiratory distress 6 Status epilepticus 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99820354646961"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Gastrointestinal stromal tumour 5 Malignant neoplasm progression 5 Intestinal obstruction 6 Pyrexia 6 Abdominal pain upper 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99919999756224"
"Blood count abnormal 6 Platelet count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99803661675331"
"Injury General physical health deterioration Cerebrovascular arteriovenous malformation 1 Gastrooesophageal reflux disease Peripheral artery thrombosis Pain Anxiety Abdominal pain Emotional distress","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99914952758597"
"Platelet count decreased 2 Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99803661702251"
"Cerebral venous thrombosis 1 Jugular vein thrombosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99372346828193"
"Subdural haematoma 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99374258543"
"Musculoskeletal stiffness 6 Myalgia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99630447466935"
"Platelet count decreased 3 Stem cell transplant 2 Splenomegaly 2 Contusion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99822702860979"
"Thrombosis Injury Emotional distress Deep vein thrombosis Anxiety Pain Abdominal pain General physical health deterioration","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99893319133561"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"International normalised ratio fluctuation 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99717189317049"
"Fall 1 Concussion 3 Clavicle fracture 1 Hip fracture 6 Parkinsonism 3 Mobility decreased 6 Faecal incontinence 6 Urinary incontinence 6 Depression 6 Memory impairment 1 Fatigue 6 Fall 6 Pain 6 Fall 6 Fall 2 Gait disturbance 1 Emotional distress 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99452707417073"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Impaired healing 2 Calciphylaxis 3 Diabetic complication 2 Wound 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9969506917335"
"Pancreatitis acute 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99317461649024"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Gastrointestinal haemorrhage 2 Pneumonia 2 Pulmonary oedema 2 Failure to thrive 2 Hypophagia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9989327360717"
"Surgery 6 Muscular weakness 6 Alopecia 6 Drug dose omission 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99559541008254"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Neoplasm malignant 6 Pain in extremity 6 Anaemia 6 Death 5 Histiocytosis haematophagic 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99924721723625"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Ventricular tachycardia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99862946553315"
"Melaena 2 Asthenia 2 Vertigo 2 Duodenal ulcer 2 Gastritis erosive 2 Gastrointestinal haemorrhage 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99805501382471"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Haemorrhage 6 Red blood cell count decreased 6 Fatigue 6 Adverse event 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99849336972931"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Psychotic behaviour 3 Cognitive disorder 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99397962272347"
"Bronchopulmonary aspergillosis 6 Myalgia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99397916481653"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Vaginal haemorrhage 2 Smear cervix abnormal 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99390431371761"
"Febrile convulsion 1 Helicobacter infection 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99542268256887"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Circulatory collapse 1 Pneumonia aspiration 1 White blood cell count increased 1 Neutrophil count increased 1 Platelet count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99774967051924"
"Blood lactate dehydrogenase increased 6 White blood cell count increased 6 Epistaxis 2 Headache 6 Influenza 2 Nausea 1 Contusion 6 Wound haemorrhage 6 Blood smear test abnormal 6 Fatigue 2 Adverse drug reaction 2 Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99520959536036"
"Type 2 diabetes mellitus 6 Visual impairment 6 Neuropathy peripheral 6","PRIVATE LABEL","0.8897969591019"
"Increased appetite 6 Incontinence 6 Off label use 6 Epistaxis 6 Blindness 6 Weight increased 6 Skin cancer 6 Nasopharyngitis 6 Dizziness 6 Dry eye 6 Wrong technique in product usage process 6 Pruritus 6 Increased tendency to bruise 6 Diarrhoea 6 Constipation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99406147304968"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Apparent death 6 General physical health deterioration 6 Skin burning sensation 6 Decreased appetite 6 Weight decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99816753811856"
"Headache 1 Nausea 1 Pyrexia 1 Rash 1 Myalgia 1 Muscular weakness 1 Gait disturbance 1 Tremor 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9940955665103"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Peripheral swelling 6 Increased appetite 6 Weight increased 6 Stress 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99875021937834"
"Type 2 diabetes mellitus 6","PRIVATE LABEL","0.68101289932382"
"Hypokinesia 4 Dehydration 4 Drug dose omission 6 Paralysis 4 Quality of life decreased 6 Speech disorder 4 Loss of consciousness 4 Withdrawal syndrome 4 Dyskinesia 4 Dysphagia 4","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99492994511415"
"Cardiac arrest 6 Anaphylactic reaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99693215583508"
"Interstitial lung disease 1 Dyspnoea 1 General physical health deterioration 6 Pleural effusion 6 Oedema 1 Aphthous stomatitis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99652044130392"
"Peritonitis 1 Device malfunction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99536738054583"
"Cerebrovascular accident 1 Blindness unilateral 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99582578013771"
"Mucosal inflammation 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99718806196406"
"Convulsion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99410519046109"
"Gastrointestinal stromal tumour 2 Malaise 6 Hepatic neoplasm 6 Wrong technique in drug usage process 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99653792161616"
"Pancreatitis 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99028254622924"
"Endometriosis 2 Uterine leiomyoma 2 Type 2 diabetes mellitus 2 Central nervous system lesion 2 Injection site pain 6 Injection site bruising 6 Wrong technique in drug usage process 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99231198143912"
"Hepatocellular injury 2 Cholestasis 2 Pyrexia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99715213104058"
"Myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Kaposi^s sarcoma 5","CAMPATH","0.73854874045301"
"Gastrointestinal obstruction 5 Anaemia 6 General physical health deterioration 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99655752155564"
"Abnormal behaviour 6 Drug level increased 6 Lethargy 6 Irritability 6 Obsessive-compulsive disorder 6 Dermatillomania 6 Activities of daily living impaired 6 Memory impairment 6 Bradykinesia 6 Muscular weakness 6 Insomnia 6 Drug interaction 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99484775126397"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Breast cancer 6 Second primary malignancy 6 Metastases to pleura 6 Metastases to lymph nodes 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99686563138854"
"Blood glucose increased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99347876598214"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Hypomagnesaemia 1 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99710255867871"
"Transfusion 6 Drug dose omission 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99700236744363"
"Body height below normal 6 Congenital oral malformation 6 Congenital cardiovascular anomaly 1 Congenital nose malformation 6 Tooth development disorder 6 Visual impairment 6 Foetal exposure during pregnancy 6 Paternal drugs affecting foetus 6 Corrective lens user 6 Dysmorphism 6 Foetal anticonvulsant syndrome 6 Premature baby 6 Toothache 6 Growth retardation 6 Congenital cardiovascular anomaly 6 Cardiac murmur 1 Congenital hand malformation 6 Multiple injuries 6 Low birth weight baby 6","ULTRA BRITE BAKING SODA AND PEROXIDE WHITENING TOOTHPASTE UNSPECIFIED PSYCHIATRIC MEDICATION","0.99845043409609"
"Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870121311794"
"Coma 6 Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99558169029001"
"Muscle abscess 6 Diarrhoea 6 Headache 6 Platelet count decreased 6 Gout 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99860342659999"
"Stent placement 6 Obstruction 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99718086662444"
"Asthenia 1 Cold sweat 1 Nausea 1 Palpitations 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99445327238397"
"Myocardial infarction 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Metastases to bone 6 Osteonecrosis of jaw 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99823058614991"
"Convulsion 1 Tongue injury 1 Hallucination 3 Anticonvulsant drug level below therapeutic 3 Injury 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99715691886766"
"Appendix disorder 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99803837775476"
"Joint dislocation 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99474304439725"
"Epilepsy 1 Mood altered 6 Stomatitis 2","ACETAZOLAMIDE ACETAZOLAMIDE PREDFORTE ALFAGAN CYCLOPENTHALATE EYE DROPS BACITRACIX POLYMYXIN EYE OINTMENT EXTRA STRENGTH TYLENOL","0.99901202498347"
"Cardiac disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899339295238"
"Infection 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9945971493817"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Foot deformity 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.98688360296452"
"Dyspnoea 6 Tachycardia 6 White blood cell count increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99728667552599"
"Testicular torsion 6","FENTORA","0.94990647912223"
"Anaphylactic reaction 1 Metrorrhagia 3 Dizziness 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99344343325341"
"Multiple sclerosis relapse 2 Dysaesthesia 2","NOSTRILLA NASAL DECONGESTANT ORIGINAL FAST RELIEF-12 HOUR LOVISTATIN TRAZODONE VALIUM FLEXORIL HYDROCODONE","0.9990044951281"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Bronchial carcinoma 5","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99878731756448"
"Pneumonitis 5 Pleural effusion Radiation pneumonitis Oesophagitis Pericarditis","ADVAIR BLOOD PRESSURE MEDICATION","0.99790467293283"
"Death 5 Thrombosis 6 Crohn^s disease 6 Underdose 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855366582444"
"Embedded device 1 Device breakage 1 Back pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99895329150123"
"Pneumonia 5 Cytomegalovirus infection 6 Cystitis haemorrhagic 6 Acute graft versus host disease 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99574331455682"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Muscle spasms 6 Urinary incontinence 6 Anxiety 6 Hyperventilation 6 Rash pruritic 6 Rhinorrhoea 6 Tongue disorder 6 Panic attack 6 Diarrhoea 6 Dry skin 3 Skin exfoliation 3 Skin exfoliation 3 Acne 3 Alopecia 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99634090246902"
"Bronchospasm 1 Discomfort 1 Rash 1 Drug hypersensitivity 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99593693228227"
"Amnesia 6","BEVACIZUMAB {'activesubstancename': 'BEVACIZUMAB'} CRLX101 {'activesubstancename': 'INVESTIGATIONAL PRODUCT'}","0.99266246814824"
"Aortic dissection 6","ADVAIR BLOOD PRESSURE MEDICATION","0.98499050094469"
"Rash 6 Discomfort 6 Constipation 6 Skin disorder 6 Skin sensitisation 6 Blister 6 Jaundice 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99567981117176"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Hypoaesthesia 2 Tremor 2 Feeling hot 2 Hyperhidrosis 2 Mobility decreased 2 Asthenia 2 Local swelling 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99482226921646"
"Fat redistribution 6 Lipodystrophy acquired 6 CD4 lymphocytes decreased 6 Unevaluable event 6 Multifocal motor neuropathy 2 Muscle atrophy 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99469900035829"
"Blood count abnormal 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99500120236427"
"Exposure during pregnancy Drug ineffective Caesarean section","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99661182640513"
"Abortion spontaneous 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99216596431355"
"Blood fibrinogen decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9982446667258"
"Pulmonary embolism 2 General physical health deterioration 2 Pain 2 Injury 2 Abdominal pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9993538311374"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Anxiety General physical health deterioration Injury Thrombosis Emotional distress Pain Abdominal pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99919774438347"
"Ileectomy 6","CHLORAPREP","0.25282796621499"
"Anxiety General physical health deterioration Axillary vein thrombosis 1 Pain Peripheral swelling Deep vein thrombosis Abdominal pain Emotional distress Injury Subclavian vein thrombosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99887056325622"
"Foetal heart rate decreased 6 Foetal exposure during pregnancy 3 Foetal heart rate increased 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.994854102781"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Vertigo 1 Erythema 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99504082653668"
"Tooth disorder 3 Colitis ulcerative 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99540877336875"
"Eye pain 3 Ocular vascular disorder 3 Retinal vascular disorder 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99874318175311"
"Deafness 3 Ear injury 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99710759688506"
"Renal impairment 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99509867532957"
"Intestinal haemorrhage 1 Diarrhoea 3 Drug ineffective 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899792978572"
"Ocular hyperaemia 3 Eye pain 3 Dry eye 3 Chest discomfort 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99864321750461"
"Wrist fracture 2 Fall 1 Hysterectomy 6 Muscular weakness 3 Skin discolouration 3 Gait disturbance 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99732751512965"
"Hypotension 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99665275898989"
"Convulsion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99410519046109"
"Lower gastrointestinal haemorrhage 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99797326664584"
"Renal failure 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99828852480574"
"Pulmonary alveolar haemorrhage 5 Graft versus host disease 5 Cystitis haemorrhagic 6 Adenovirus infection 6 BK virus infection 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99752161116695"
"Convulsion 1 Alcohol detoxification 1 Loss of consciousness 1 Alcohol withdrawal syndrome 1 Renal failure acute 1 Dehydration 1 Joint injury 1 Tongue injury 1 Swollen tongue 1 Electrolyte imbalance 1 Dysarthria 1 Fall 1 Laceration 1 Gait disturbance 1 Headache 1 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99482348745221"
